Application ID,Application Start Time,Application End Time,Applicant Name,Applicant Email,Applicant Phone #,Applicant Social Security #,Applicant Address,Renter Quantity,Unit Type,Requested Amount,Originating IP Address,Classification,Originating Country
217677,2022-02-23 07:14:55.000000,2022-02-23 07:21:07.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"0284 Harvey Point, Suite 895, 23061-3668, New Wilbertside, Virginia, United States",1,Multi-Family,9000.00,226.9.79.250,,
2177063,2022-03-11 19:28:50.000000,2022-03-11 19:40:46.000000,"Holmes, Lilianna",l.holmes@randatmail.com,(109)-390-7040,922-04-6477,"26364 Ola Square, Suite 767, 42147-2206, Lake Gracie, Connecticut, United States",2,Multi-Family,18000.00,118.230.99.133,Legitimate,China
2177466,2022-04-30 12:45:32.000000,2022-04-30 12:52:29.000000,"Holmes, Lilianna",l.holmes@randatmail.com,(109)-390-7040,922-04-6477,"19591 Idella Forge, Apt. 766, 77499, Bechtelarport, Maine, United States",2,Multi-Family,7000.00,232.228.98.169,Legitimate,
2177869,2022-04-12 04:10:34.000000,2022-04-12 04:12:40.000000,"Holmes, Lilianna",l.holmes@randatmail.com,(109)-390-7040,922-04-6477,"827 Ziemann Mountain, Apt. 420, 37449-7386, Port Zackbury, North Dakota, United States",3,Multi-Family,50000.00,135.17.141.88,Legitimate,United States
2178272,2022-01-17 03:56:35.000000,2022-01-17 04:11:11.000000,"Holmes, Lilianna",l.holmes@randatmail.com,(109)-390-7040,922-04-6477,"56203 Maxime Glens, Apt. 321, 87747-3709, North Wyattside, Arkansas, United States",3,Multi-Family,52000.00,68.16.87.121,Fraud,United States
2178675,2022-05-09 22:21:34.000000,2022-05-09 22:38:08.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"390 Tillman Way, Suite 703, 40747-2361, Jeanettefort, Massachusetts, United States",1,Single-Family,45000.00,85.156.231.155,,Finland
2179078,2022-02-17 11:19:01.000000,2022-02-17 11:36:53.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"3678 Lubowitz Creek, Apt. 382, 16673, Kerlukefurt, Washington, United States",1,Single-Family,10000.00,202.211.211.125,Legitimate,Japan
2179481,2022-06-12 15:59:43.000000,2022-06-12 16:18:51.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"46814 Peyton Forge, Apt. 684, 94659-8686, New Olgamouth, Hawaii, United States",2,Single-Family,13000.00,181.37.232.251,Legitimate,Dominican Republic
2179884,2022-02-17 05:24:46.000000,2022-02-17 05:36:07.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"24547 Jones Fork, Suite 097, 85165-1761, Moniqueton, Hawaii, United States",2,Single-Family,26000.00,195.3.200.156,Legitimate,Poland
2180287,2022-03-16 20:07:25.000000,2022-03-16 20:12:54.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"603 Cortez Plains, Apt. 172, 81740, Nickolaston, Virginia, United States",3,Single-Family,21000.00,213.217.72.42,,Germany
2180690,2022-04-28 01:24:45.000000,2022-04-28 01:27:43.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"62169 Sydnie Stream, Suite 417, 08403-1294, East Letha, New Mexico, United States",3,Single-Family,45000.00,165.137.133.240,,United States
218080,2022-05-10 07:26:35.000000,2022-05-10 07:35:40.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"73447 Ratke Light, Suite 576, 29293-2310, Lake Cordell, California, United States",1,Multi-Family,37000.00,175.238.255.94,,South Korea
2181093,2022-01-17 13:16:19.000000,2022-01-17 13:32:48.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"7436 Albina Run, Apt. 775, 08726-6622, New Juwanmouth, Utah, United States",1,Multi-Family,44000.00,119.120.209.93,Legitimate,China
2181496,2022-01-14 08:46:05.000000,2022-01-14 09:02:32.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"8759 Cassandre Tunnel, Apt. 782, 50925, North Chloe, Mississippi, United States",1,Multi-Family,13000.00,114.225.125.203,Legitimate,China
2181899,2022-04-15 06:41:56.000000,2022-04-15 06:51:20.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"5742 Rachel Creek, Apt. 507, 21081-6217, East Marcelino, Maryland, United States",2,Multi-Family,34000.00,124.10.156.221,Legitimate,Taiwan
2182302,2022-01-13 11:37:33.000000,2022-01-13 11:54:23.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"6080 Lonnie Hollow, Apt. 456, 43133, South Eliane, Arkansas, United States",2,Multi-Family,39000.00,96.149.66.118,,United States
2182705,2022-04-23 13:29:56.000000,2022-04-23 13:41:38.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"72870 Johnson Glens, Suite 844, 66652, Anastasiafort, California, United States",3,Multi-Family,10000.00,66.78.232.196,,United States
2183108,2022-01-19 16:58:26.000000,2022-01-19 17:06:20.000000,"Holmes, Maya",m.holmes@randatmail.com,(364)-682-9861,710-05-1586,"389 Sienna Ridges, Apt. 179, 85263, Lake Arden, Hawaii, United States",3,Multi-Family,41000.00,154.21.92.205,Legitimate,United States
2183511,2022-05-17 21:17:42.000000,2022-05-17 21:36:11.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"4244 Deckow Track, Suite 622, 90757-6615, New Elroymouth, New Mexico, United States",1,Single-Family,52000.00,43.143.63.190,,China
2183914,2022-05-19 12:58:39.000000,2022-05-19 13:13:11.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"682 Perry Plains, Apt. 544, 03795-9535, Port Leanne, Washington, United States",1,Single-Family,30000.00,13.13.71.204,Legitimate,United States
2184317,2022-05-26 05:29:23.000000,2022-05-26 05:35:37.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"71342 Noah Burgs, Apt. 441, 72042-4838, Port Lunamouth, Colorado, United States",2,Single-Family,57000.00,103.19.34.5,Fraud,Philippines
2184720,2022-03-26 12:02:48.000000,2022-03-26 12:14:18.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"15959 Jade Squares, Apt. 489, 83351-5584, Shaneshire, Colorado, United States",2,Single-Family,4000.00,111.253.151.213,Legitimate,Taiwan
218483,2022-02-07 08:28:34.000000,2022-02-07 08:44:11.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"397 Alex Gateway, Suite 669, 09723, New Charlene, Georgia, United States",2,Multi-Family,57000.00,83.6.219.37,Fraud,Poland
2185123,2022-05-25 20:30:39.000000,2022-05-25 20:45:22.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"6672 Oren Tunnel, Suite 233, 46998-6649, Antwanstad, South Dakota, United States",3,Single-Family,36000.00,31.173.153.136,Legitimate,Russia
2185526,2022-05-10 01:16:58.000000,2022-05-10 01:26:05.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"02174 Ofelia Crossing, Suite 858, 51864, North Layne, Nebraska, United States",3,Single-Family,51000.00,166.226.69.3,Fraud,United States
2185929,2022-06-18 04:50:36.000000,2022-06-18 05:07:14.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"063 Alexandro Unions, Apt. 250, 19533-7959, New Ashleeberg, New York, United States",1,Multi-Family,6000.00,11.171.243.52,,United States
2186332,2022-03-13 14:47:26.000000,2022-03-13 14:51:34.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"25871 Blair Spurs, Apt. 804, 12551, West Noelia, Delaware, United States",1,Multi-Family,17000.00,29.211.246.169,,United States
2186735,2022-01-07 05:06:45.000000,2022-01-07 05:09:55.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"664 Reichel Inlet, Apt. 071, 90178-5651, East Fionabury, Indiana, United States",2,Multi-Family,54000.00,38.14.237.164,Fraud,United States
2187138,2022-06-05 04:49:03.000000,2022-06-05 05:01:41.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"8436 Giuseppe Fort, Apt. 043, 74331, Deanhaven, Florida, United States",2,Multi-Family,31000.00,28.196.26.77,Legitimate,United States
2187541,2022-03-11 19:36:54.000000,2022-03-11 19:46:50.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"31241 Pauline Ramp, Apt. 903, 53701-0302, Anastasiaton, Louisiana, United States",3,Multi-Family,22000.00,211.186.172.253,,South Korea
2187944,2022-03-02 10:31:23.000000,2022-03-02 10:36:35.000000,"Holmes, Sarah",s.holmes@randatmail.com,(295)-084-7051,819-99-1328,"4377 Viola Rue, Apt. 949, 15217, Kiehnville, Oklahoma, United States",3,Multi-Family,27000.00,202.161.144.159,,Hong Kong
2188347,2022-06-10 21:39:50.000000,2022-06-10 21:42:02.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"4481 Keanu Bridge, Apt. 415, 31731-6114, Port Guadalupeshire, New Hampshire, United States",1,Single-Family,18000.00,19.31.108.95,Legitimate,United States
2188750,2022-05-06 17:47:47.000000,2022-05-06 17:49:31.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"0441 Emmanuelle Garden, Suite 009, 78213-9647, Normachester, Tennessee, United States",1,Single-Family,13000.00,81.204.217.86,,Netherlands
218886,2022-03-12 09:39:01.000000,2022-03-12 09:44:14.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"637 D'Amore Canyon, Apt. 628, 70054-9184, Jaycestad, Montana, United States",2,Multi-Family,11000.00,33.84.76.4,Legitimate,United States
2189153,2022-05-16 14:22:01.000000,2022-05-16 14:29:47.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"9961 Winnifred Keys, Apt. 601, 43724, Simeonstad, North Carolina, United States",2,Single-Family,46000.00,180.172.12.190,Legitimate,China
2189556,2022-02-12 11:05:49.000000,2022-02-12 11:21:51.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"712 Heller Groves, Suite 703, 36722, East Genevieve, South Carolina, United States",2,Single-Family,11000.00,229.100.249.254,Legitimate,
2189959,2022-06-07 06:46:12.000000,2022-06-07 06:57:19.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"4533 Deangelo Ranch, Apt. 805, 08212, New Ressie, Washington, United States",3,Single-Family,19000.00,46.66.95.198,Legitimate,Norway
2190362,2022-01-27 23:50:53.000000,2022-01-28 00:05:08.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"9557 Bins Ports, Apt. 779, 96130-6998, New Justuschester, South Carolina, United States",3,Single-Family,58000.00,225.138.94.111,Fraud,
2190765,2022-03-01 16:42:53.000000,2022-03-01 16:54:42.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"60534 Jerome Street, Suite 605, 19018-7401, New Vincenzo, Delaware, United States",1,Multi-Family,56000.00,227.60.189.201,,
2191168,2022-05-15 12:49:39.000000,2022-05-15 13:05:43.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"9410 Durward Wall, Apt. 682, 66665-6115, New Ciceroside, Arizona, United States",1,Multi-Family,21000.00,229.160.226.172,,
2191571,2022-01-18 13:56:23.000000,2022-01-18 14:00:13.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"458 Maxine Locks, Suite 714, 72928, Tarynview, New Jersey, United States",2,Multi-Family,47000.00,64.135.106.137,Legitimate,United States
2191974,2022-04-17 19:52:24.000000,2022-04-17 20:12:44.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"69498 Felipe Plains, Suite 870, 67227-1110, North Lionelborough, New Mexico, United States",2,Multi-Family,27000.00,42.221.147.241,,China
2192377,2022-03-18 03:49:27.000000,2022-03-18 04:03:50.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"447 Klocko Village, Suite 408, 33848, South Freemanmouth, Texas, United States",3,Multi-Family,12000.00,20.48.239.72,,Canada
2192780,2022-02-18 00:52:32.000000,2022-02-18 01:05:33.000000,"Holmes, Wilson",w.holmes@randatmail.com,(195)-742-5720,411-69-0013,"9474 Earnestine Prairie, Apt. 450, 16891-2057, Muellerside, Kentucky, United States",3,Multi-Family,34000.00,126.2.5.210,,Japan
219289,2022-05-02 22:31:51.000000,2022-05-02 22:44:53.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"641 Rogahn Way, Suite 282, 48511-4691, West Malindafort, North Dakota, United States",3,Multi-Family,56000.00,196.189.193.25,Fraud,Ethiopia
2193183,2022-01-08 18:53:37.000000,2022-01-08 19:02:08.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"06558 Hauck Valleys, Suite 414, 52092, Port America, Nebraska, United States",1,Single-Family,24000.00,255.89.105.214,Legitimate,
2193586,2022-03-07 17:06:53.000000,2022-03-07 17:18:50.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"336 Enola Lane, Apt. 524, 07284-5298, West Lillianmouth, Rhode Island, United States",1,Single-Family,34000.00,123.10.104.18,Legitimate,China
2193989,2022-02-22 05:53:28.000000,2022-02-22 06:07:31.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"976 Sporer Lodge, Suite 957, 32141, South Nicklaustown, New Jersey, United States",2,Single-Family,54000.00,247.62.47.137,Fraud,
2194392,2022-03-26 18:40:09.000000,2022-03-26 18:50:14.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"554 O'Kon Keys, Suite 577, 83879, North Floyd, Kansas, United States",2,Single-Family,37000.00,212.76.70.238,,Saudi Arabia
2194795,2022-01-04 16:43:07.000000,2022-01-04 17:05:27.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"3970 Yessenia Fort, Apt. 085, 13133-6516, Kaelaborough, Kansas, United States",3,Single-Family,32000.00,2.83.232.64,Legitimate,Portugal
2195198,2022-02-20 15:05:13.000000,2022-02-20 15:15:08.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"18626 Hilll Oval, Apt. 762, 55804-5080, West Kory, Arizona, United States",3,Single-Family,14000.00,52.70.59.197,Legitimate,United States
2195601,2022-04-23 09:49:15.000000,2022-04-23 09:53:15.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"86618 Brekke Fords, Suite 755, 98751, Bradenfort, New York, United States",1,Multi-Family,45000.00,127.128.5.29,Legitimate,
2196004,2022-01-25 17:34:14.000000,2022-01-25 17:46:23.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"375 Queenie Fork, Apt. 757, 00220, West Leo, Maryland, United States",2,Multi-Family,20000.00,4.188.33.170,Legitimate,United States
2196407,2022-06-09 12:57:42.000000,2022-06-09 13:10:13.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"046 Jude Club, Apt. 563, 19373-4193, West Vernonbury, Oklahoma, United States",2,Multi-Family,52000.00,38.87.40.60,Fraud,United States
2196810,2022-06-09 14:33:51.000000,2022-06-09 14:55:25.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"059 Considine Plaza, Suite 922, 26423-9409, South Gregoriomouth, West Virginia, United States",3,Multi-Family,3000.00,6.7.191.149,,United States
219692,2022-05-15 02:03:20.000000,2022-05-15 02:06:58.000000,"Allen, Melissa",m.allen@randatmail.com,(226)-620-0580,674-88-4730,"0292 McGlynn Manor, Suite 904, 87701, Elissafort, Iowa, United States",3,Multi-Family,26000.00,211.218.232.240,,South Korea
2197213,2022-03-23 17:18:49.000000,2022-03-23 17:32:27.000000,"Howard, Adam",a.howard@randatmail.com,(303)-443-9150,356-69-1589,"5931 Hamill Causeway, Apt. 443, 97305, Gulgowskiborough, Hawaii, United States",3,Multi-Family,40000.00,206.166.201.95,Legitimate,United States
2197616,2022-01-23 09:16:39.000000,2022-01-23 09:31:36.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"6851 Gislason Valleys, Apt. 546, 35065-2649, Savannahborough, Ohio, United States",1,Single-Family,19000.00,178.38.36.46,Legitimate,Switzerland
2198019,2022-04-06 11:26:26.000000,2022-04-06 11:26:43.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"6297 Tillman Via, Suite 782, 77061-3507, West Chandler, Maryland, United States",1,Single-Family,50000.00,133.128.23.251,,Japan
2198422,2022-01-16 11:57:40.000000,2022-01-16 12:09:34.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"7784 Doyle Flat, Apt. 807, 25377, Roweton, Arkansas, United States",2,Single-Family,48000.00,115.103.5.241,Legitimate,China
2198825,2022-04-09 06:35:46.000000,2022-04-09 06:38:54.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"15069 Jerald Prairie, Apt. 463, 96566, Wisozkfurt, Montana, United States",2,Single-Family,28000.00,195.26.239.105,,United Kingdom
2199228,2022-01-31 23:27:59.000000,2022-01-31 23:39:20.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"89828 Weissnat Rapid, Suite 083, 77268, New Cedrickton, Arizona, United States",3,Single-Family,39000.00,38.108.181.40,,United States
2199631,2022-03-20 12:03:45.000000,2022-03-20 12:12:43.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"01461 Laurianne Track, Apt. 360, 15462, West Lea, Alabama, United States",3,Single-Family,48000.00,3.156.99.144,,United States
2200034,2022-01-13 04:30:06.000000,2022-01-13 04:37:58.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"177 Watsica Burg, Apt. 193, 08870, North Granvilleburgh, Connecticut, United States",1,Multi-Family,2000.00,66.116.255.153,Legitimate,United States
2200437,2022-04-14 20:17:36.000000,2022-04-14 20:26:53.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"36357 Lang Inlet, Suite 385, 50167-3405, East Melody, Alaska, United States",1,Multi-Family,16000.00,131.92.245.6,Legitimate,United States
2200840,2022-01-21 13:37:02.000000,2022-01-21 13:37:39.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"130 Alvena Meadow, Suite 614, 21672, East Justina, Kentucky, United States",2,Multi-Family,56000.00,114.11.191.42,,Indonesia
220095,2022-06-09 22:12:15.000000,2022-06-09 22:24:05.000000,"Allen, Wilson",w.allen@randatmail.com,(901)-748-9990,538-36-9670,"4316 Jayda Rue, Apt. 406, 58875-1362, Carolanneland, Kansas, United States",1,Single-Family,22000.00,49.151.118.188,Legitimate,Philippines
2201243,2022-05-02 11:11:50.000000,2022-05-02 11:22:41.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"2341 Jaquelin Garden, Apt. 509, 52188-5705, East Jamisonstad, Colorado, United States",2,Multi-Family,58000.00,19.64.2.230,Fraud,United States
2201646,2022-05-05 21:58:57.000000,2022-05-05 22:19:35.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"013 Ullrich Path, Apt. 600, 59116-7802, Lexiborough, Arkansas, United States",3,Multi-Family,20000.00,83.200.126.27,Legitimate,France
2202049,2022-04-13 23:28:00.000000,2022-04-13 23:45:23.000000,"Howard, Alina",a.howard@randatmail.com,(233)-921-0471,422-33-5806,"74580 Laurie Island, Apt. 065, 14555, Lake Lauryn, Massachusetts, United States",3,Multi-Family,14000.00,49.159.123.167,Legitimate,Taiwan
2202452,2022-01-18 05:45:21.000000,2022-01-18 05:48:42.000000,"Howard, Clark",c.howard@randatmail.com,(570)-243-9680,614-91-7223,"4283 Becker Locks, Apt. 742, 80948-9241, Legrosmouth, Florida, United States",1,Single-Family,32000.00,41.172.207.117,Legitimate,Mauritius
2202855,2022-02-08 22:31:13.000000,2022-02-08 22:47:37.000000,"Howard, Clark",c.howard@randatmail.com,(570)-243-9680,614-91-7223,"9972 Sawayn Expressway, Apt. 098, 06684, Ritchieborough, Louisiana, United States",1,Single-Family,38000.00,141.184.179.7,,United States
2203258,2022-04-11 02:49:57.000000,2022-04-11 03:08:32.000000,"Howard, Clark",c.howard@randatmail.com,(570)-243-9680,614-91-7223,"90490 Hank Corner, Apt. 874, 58929, Lockmanton, New Hampshire, United States",2,Single-Family,57000.00,203.66.115.178,Fraud,Taiwan
2203661,2022-05-13 04:41:21.000000,2022-05-13 04:43:23.000000,"Howard, Clark",c.howard@randatmail.com,(570)-243-9680,614-91-7223,"51675 Dock Views, Apt. 406, 61136-7031, North Fabiolastad, North Dakota, United States",2,Single-Family,56000.00,254.72.194.85,Fraud,
